,transactionType,datetime_transaction,transactionType,transactionAmount,merchantName,isFraud,accountNumber
579555,ADDRESS_VERIFICATION,2016-01-06 11:50:21,ADDRESS_VERIFICATION,0.0,Rodeway Inn,False,882815134
579556,PURCHASE,2016-01-06 12:42:58,PURCHASE,164.48,Rodeway Inn,False,882815134
579557,PURCHASE,2016-01-06 13:37:56,PURCHASE,512.07,Rodeway Inn,False,882815134
579558,PURCHASE,2016-01-06 14:14:20,PURCHASE,97.96,Rodeway Inn,False,882815134
579559,PURCHASE,2016-01-06 14:39:15,PURCHASE,168.31,Mobile eCards,False,882815134
579560,PURCHASE,2016-01-06 15:39:49,PURCHASE,120.13,Hilton Hotels,False,882815134
579561,PURCHASE,2016-01-06 16:27:59,PURCHASE,20.94,Hilton Hotels,False,882815134
579562,PURCHASE,2016-01-06 17:03:46,PURCHASE,112.85,Fresh Flowers,False,882815134
579563,PURCHASE,2016-01-06 18:18:35,PURCHASE,147.57,Hyatt House,False,882815134
579564,PURCHASE,2016-01-06 18:37:59,PURCHASE,52.84,Hyatt House,False,882815134
579565,PURCHASE,2016-01-06 18:52:56,PURCHASE,328.73,Hilton Hotels,False,882815134
579566,REVERSAL,2016-01-06 18:55:41,REVERSAL,328.73,Hilton Hotels,False,882815134
579567,PURCHASE,2016-01-06 18:59:11,PURCHASE,183.4,Renaissance Hotel,False,882815134
579568,PURCHASE,2016-01-06 19:10:49,PURCHASE,2.67,Hyatt House,False,882815134
579569,PURCHASE,2016-01-06 20:10:40,PURCHASE,478.76,Rodeway Inn,False,882815134
579570,PURCHASE,2016-01-06 20:15:56,PURCHASE,10.13,Hyatt House,False,882815134
579571,PURCHASE,2016-01-06 21:21:02,PURCHASE,55.77,Hilton Hotels,False,882815134
579572,PURCHASE,2016-01-06 21:50:51,PURCHASE,255.42,Renaissance Hotel,False,882815134
579573,PURCHASE,2016-01-06 22:02:07,PURCHASE,96.22,Renaissance Hotel,False,882815134
579574,PURCHASE,2016-01-06 22:25:53,PURCHASE,351.29,Hilton Hotels,False,882815134
579575,PURCHASE,2016-01-06 22:39:29,PURCHASE,184.74,Hyatt House,False,882815134
579576,PURCHASE,2016-01-06 23:20:42,PURCHASE,37.52,Mobile eCards,False,882815134
579577,PURCHASE,2016-01-06 23:39:46,PURCHASE,28.92,Rodeway Inn,False,882815134
579578,PURCHASE,2016-01-07 00:11:50,PURCHASE,201.67,Renaissance Hotel,False,882815134
579579,PURCHASE,2016-01-07 00:43:36,PURCHASE,33.17,Renaissance Hotel,False,882815134
579580,PURCHASE,2016-01-07 00:56:02,PURCHASE,46.87,Hyatt House,False,882815134
579581,REVERSAL,2016-01-07 00:57:11,REVERSAL,46.87,Hyatt House,False,882815134
579582,PURCHASE,2016-01-07 01:19:16,PURCHASE,9.45,Hilton Hotels,False,882815134
579583,PURCHASE,2016-01-07 01:31:36,PURCHASE,111.57,Hyatt House,False,882815134
579584,PURCHASE,2016-01-07 02:39:19,PURCHASE,71.01,Hilton Hotels,False,882815134
579585,PURCHASE,2016-01-07 03:13:01,PURCHASE,143.35,Rodeway Inn,False,882815134
579586,PURCHASE,2016-01-07 05:05:19,PURCHASE,95.34,Rodeway Inn,False,882815134
579587,PURCHASE,2016-01-07 05:36:27,PURCHASE,102.86,Renaissance Hotel,False,882815134
579588,PURCHASE,2016-01-07 06:25:20,PURCHASE,96.58,Hilton Hotels,False,882815134
579589,PURCHASE,2016-01-07 08:44:43,PURCHASE,85.4,Renaissance Hotel,False,882815134
579590,PURCHASE,2016-01-07 09:28:54,PURCHASE,188.04,Rodeway Inn,False,882815134
579591,PURCHASE,2016-01-07 09:55:47,PURCHASE,107.27,Hilton Hotels,False,882815134
579592,PURCHASE,2016-01-07 10:34:45,PURCHASE,25.08,Rodeway Inn,False,882815134
579593,PURCHASE,2016-01-07 10:39:17,PURCHASE,33.69,Blue Mountain eCards,False,882815134
579594,PURCHASE,2016-01-07 11:46:21,PURCHASE,84.71,Hilton Hotels,False,882815134
579595,PURCHASE,2016-01-07 12:21:42,PURCHASE,138.97,Renaissance Hotel,False,882815134
579596,PURCHASE,2016-01-07 12:24:38,PURCHASE,318.64,Rodeway Inn,False,882815134
579597,PURCHASE,2016-01-07 13:36:48,PURCHASE,245.2,Renaissance Hotel,False,882815134
579598,ADDRESS_VERIFICATION,2016-01-07 13:58:56,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
579599,PURCHASE,2016-01-07 15:15:11,PURCHASE,50.99,Blue Mountain Online Services,False,882815134
579600,PURCHASE,2016-01-07 16:51:11,PURCHASE,16.88,Hilton Hotels,False,882815134
579601,PURCHASE,2016-01-07 17:40:27,PURCHASE,24.79,Rodeway Inn,False,882815134
579602,PURCHASE,2016-01-07 18:48:05,PURCHASE,14.56,Hilton Hotels,False,882815134
579603,PURCHASE,2016-01-07 18:52:08,PURCHASE,136.53,Rodeway Inn,False,882815134
579604,PURCHASE,2016-01-07 18:56:41,PURCHASE,24.3,Rodeway Inn,False,882815134
579605,PURCHASE,2016-01-07 19:26:39,PURCHASE,8.12,Rodeway Inn,False,882815134
579606,PURCHASE,2016-01-07 19:32:38,PURCHASE,36.06,Renaissance Hotel,False,882815134
579607,PURCHASE,2016-01-07 19:34:47,PURCHASE,162.06,Hilton Hotels,False,882815134
579608,PURCHASE,2016-01-07 19:34:51,PURCHASE,72.16,Rodeway Inn,False,882815134
579609,PURCHASE,2016-01-07 19:40:40,PURCHASE,326.5,Renaissance Hotel,False,882815134
579610,PURCHASE,2016-01-07 20:23:09,PURCHASE,58.03,Rodeway Inn,False,882815134
579611,PURCHASE,2016-01-07 21:01:59,PURCHASE,201.63,Renaissance Hotel,False,882815134
579612,PURCHASE,2016-01-07 21:06:22,PURCHASE,276.95,Renaissance Hotel,False,882815134
579613,PURCHASE,2016-01-07 21:57:51,PURCHASE,56.17,Renaissance Hotel,False,882815134
579614,PURCHASE,2016-01-07 22:49:20,PURCHASE,514.36,Hilton Hotels,False,882815134
579615,PURCHASE,2016-01-07 23:00:47,PURCHASE,90.01,Hilton Hotels,False,882815134
579616,PURCHASE,2016-01-07 23:43:10,PURCHASE,102.84,Renaissance Hotel,False,882815134
579617,PURCHASE,2016-01-08 00:16:54,PURCHASE,315.95,Mobile eCards,False,882815134
579618,PURCHASE,2016-01-08 00:58:35,PURCHASE,310.57,Rodeway Inn,False,882815134
579619,PURCHASE,2016-01-08 02:21:06,PURCHASE,8.99,Rodeway Inn,False,882815134
579620,PURCHASE,2016-01-08 02:42:21,PURCHASE,295.0,Hyatt House,False,882815134
579621,PURCHASE,2016-01-08 05:10:38,PURCHASE,37.65,Renaissance Hotel,False,882815134
579622,PURCHASE,2016-01-08 05:32:38,PURCHASE,11.8,Renaissance Hotel,False,882815134
579623,PURCHASE,2016-01-08 05:58:22,PURCHASE,96.94,Renaissance Hotel,False,882815134
579624,PURCHASE,2016-01-08 07:04:27,PURCHASE,33.48,Renaissance Hotel,False,882815134
579625,PURCHASE,2016-01-08 07:37:53,PURCHASE,79.28,Hilton Hotels,False,882815134
579626,PURCHASE,2016-01-08 08:03:21,PURCHASE,95.95,Hyatt House,False,882815134
579627,PURCHASE,2016-01-08 08:59:59,PURCHASE,108.06,Renaissance Hotel,False,882815134
579628,PURCHASE,2016-01-08 09:30:22,PURCHASE,530.44,Hilton Hotels,False,882815134
579629,PURCHASE,2016-01-08 10:18:00,PURCHASE,3.89,Rodeway Inn,False,882815134
579630,PURCHASE,2016-01-08 10:37:48,PURCHASE,102.38,Rodeway Inn,False,882815134
579631,PURCHASE,2016-01-08 11:32:41,PURCHASE,392.81,Hilton Hotels,False,882815134
579632,PURCHASE,2016-01-08 11:38:13,PURCHASE,58.65,Planet Fitness,False,882815134
579633,PURCHASE,2016-01-08 13:30:26,PURCHASE,48.64,Hilton Hotels,False,882815134
579634,PURCHASE,2016-01-08 14:36:43,PURCHASE,77.19,Aloft,False,882815134
579635,PURCHASE,2016-01-08 15:01:36,PURCHASE,176.49,Hilton Hotels,False,882815134
579636,PURCHASE,2016-01-08 15:15:43,PURCHASE,39.61,Renaissance Hotel,False,882815134
579637,PURCHASE,2016-01-08 15:59:07,PURCHASE,214.65,Rodeway Inn,False,882815134
579638,PURCHASE,2016-01-08 17:05:33,PURCHASE,58.82,Hyatt House,False,882815134
579639,PURCHASE,2016-01-08 17:20:26,PURCHASE,77.03,Rodeway Inn,False,882815134
579640,PURCHASE,2016-01-08 19:16:26,PURCHASE,40.96,Renaissance Hotel,False,882815134
579641,PURCHASE,2016-01-08 19:27:30,PURCHASE,6.1,Renaissance Hotel,False,882815134
579642,PURCHASE,2016-01-08 19:31:23,PURCHASE,290.63,Renaissance Hotel,False,882815134
579643,PURCHASE,2016-01-08 20:00:38,PURCHASE,138.58,Fresh eCards,False,882815134
579644,PURCHASE,2016-01-08 20:14:52,PURCHASE,523.15,WSC,False,882815134
579645,PURCHASE,2016-01-08 20:20:31,PURCHASE,18.24,Rodeway Inn,False,882815134
579646,PURCHASE,2016-01-08 20:38:47,PURCHASE,59.26,Rodeway Inn,False,882815134
579647,PURCHASE,2016-01-08 20:49:11,PURCHASE,9.68,Fresh Flowers,False,882815134
579648,REVERSAL,2016-01-08 20:50:20,REVERSAL,9.68,Fresh Flowers,False,882815134
579649,PURCHASE,2016-01-08 20:51:10,PURCHASE,9.68,Fresh Flowers,False,882815134
579650,PURCHASE,2016-01-08 20:58:09,PURCHASE,8.79,Rodeway Inn,False,882815134
579651,PURCHASE,2016-01-08 21:21:57,PURCHASE,116.76,Hyatt House,False,882815134
579652,PURCHASE,2016-01-08 21:35:01,PURCHASE,5.3,Hilton Hotels,False,882815134
579653,PURCHASE,2016-01-08 22:34:09,PURCHASE,54.88,Hyatt House,False,882815134
