,transactionType,datetime_transaction,transactionType,transactionAmount,merchantName,isFraud,accountNumber
86754,PURCHASE,2016-01-03 23:29:34,PURCHASE,24.89,Hilton Hotels,False,882815134
86755,PURCHASE,2016-01-04 00:00:52,PURCHASE,60.83,Renaissance Hotel,False,882815134
86756,PURCHASE,2016-01-04 00:03:14,PURCHASE,60.83,Renaissance Hotel,False,882815134
86757,PURCHASE,2016-01-04 00:28:20,PURCHASE,62.13,Renaissance Hotel,False,882815134
86758,PURCHASE,2016-01-04 00:56:05,PURCHASE,123.53,Hyatt House,False,882815134
86759,PURCHASE,2016-01-04 02:21:22,PURCHASE,172.72,Rodeway Inn,False,882815134
86760,PURCHASE,2016-01-04 03:47:22,PURCHASE,33.36,Renaissance Hotel,False,882815134
86761,PURCHASE,2016-01-04 03:49:06,PURCHASE,91.77,Rodeway Inn,False,882815134
86762,PURCHASE,2016-01-04 04:15:06,PURCHASE,42.44,Hilton Hotels,False,882815134
86763,PURCHASE,2016-01-04 04:26:24,PURCHASE,44.11,Fresh Online Services,False,882815134
86764,PURCHASE,2016-01-04 04:52:53,PURCHASE,66.41,Rodeway Inn,False,882815134
86765,PURCHASE,2016-01-04 04:58:22,PURCHASE,153.03,Hyatt House,False,882815134
86766,PURCHASE,2016-01-04 05:00:52,PURCHASE,55.86,Renaissance Hotel,False,882815134
86767,PURCHASE,2016-01-04 06:14:04,PURCHASE,105.99,Rodeway Inn,False,882815134
86768,PURCHASE,2016-01-04 06:23:05,PURCHASE,24.94,Powerlifting,False,882815134
86769,PURCHASE,2016-01-04 06:45:05,PURCHASE,89.23,Rodeway Inn,False,882815134
86770,PURCHASE,2016-01-04 07:20:53,PURCHASE,439.52,Renaissance Hotel,False,882815134
86771,PURCHASE,2016-01-04 07:21:16,PURCHASE,15.1,Rodeway Inn,False,882815134
86772,PURCHASE,2016-01-04 07:45:44,PURCHASE,197.1,Hilton Hotels,False,882815134
86773,PURCHASE,2016-01-04 08:15:10,PURCHASE,53.24,Hilton Hotels,False,882815134
86774,PURCHASE,2016-01-04 09:59:01,PURCHASE,41.6,Hilton Hotels,False,882815134
86775,PURCHASE,2016-01-04 10:50:59,PURCHASE,27.73,Rodeway Inn,False,882815134
86776,PURCHASE,2016-01-04 11:02:14,PURCHASE,477.47,Renaissance Hotel,False,882815134
86777,PURCHASE,2016-01-04 11:18:10,PURCHASE,121.9,Rodeway Inn,False,882815134
86778,PURCHASE,2016-01-04 14:02:47,PURCHASE,226.02,Renaissance Hotel,False,882815134
86779,PURCHASE,2016-01-04 14:54:47,PURCHASE,84.34,Hilton Hotels,False,882815134
86780,PURCHASE,2016-01-04 15:09:18,PURCHASE,52.15,Hyatt House,False,882815134
86781,PURCHASE,2016-01-04 17:21:56,PURCHASE,10.17,Hilton Hotels,False,882815134
86782,PURCHASE,2016-01-04 17:38:40,PURCHASE,51.91,Renaissance Hotel,False,882815134
86783,PURCHASE,2016-01-04 17:41:55,PURCHASE,502.37,Hilton Hotels,False,882815134
86784,PURCHASE,2016-01-04 17:46:38,PURCHASE,188.26,Rodeway Inn,True,882815134
86785,PURCHASE,2016-01-04 18:28:24,PURCHASE,180.15,Hyatt House,False,882815134
86786,PURCHASE,2016-01-04 19:31:29,PURCHASE,120.91,Blue Mountain eCards,False,882815134
86787,PURCHASE,2016-01-04 20:26:08,PURCHASE,234.07,Rodeway Inn,False,882815134
86788,PURCHASE,2016-01-04 20:56:16,PURCHASE,152.68,Blue Mountain eCards,False,882815134
86789,PURCHASE,2016-01-05 01:10:48,PURCHASE,99.45,Next Day Online Services,False,882815134
86790,PURCHASE,2016-01-05 01:12:46,PURCHASE,1295.96,Rodeway Inn,False,882815134
86791,PURCHASE,2016-01-05 02:49:09,PURCHASE,35.81,Hyatt House,False,882815134
86792,PURCHASE,2016-01-05 02:57:37,PURCHASE,42.51,Hilton Hotels,False,882815134
86793,PURCHASE,2016-01-05 03:16:39,PURCHASE,159.37,Hilton Hotels,False,882815134
86794,PURCHASE,2016-01-05 04:08:24,PURCHASE,40.14,Hilton Hotels,False,882815134
86795,PURCHASE,2016-01-05 04:09:54,PURCHASE,49.64,Rodeway Inn,False,882815134
86796,PURCHASE,2016-01-05 04:57:52,PURCHASE,43.58,Hyatt House,False,882815134
86797,PURCHASE,2016-01-05 05:14:49,PURCHASE,120.27,Hyatt House,False,882815134
86798,PURCHASE,2016-01-05 05:56:35,PURCHASE,110.89,Hilton Hotels,False,882815134
86799,PURCHASE,2016-01-05 06:02:35,PURCHASE,38.95,Rodeway Inn,False,882815134
86800,PURCHASE,2016-01-05 06:08:18,PURCHASE,110.51,Renaissance Hotel,False,882815134
86801,PURCHASE,2016-01-05 06:30:35,PURCHASE,36.79,Hyatt House,False,882815134
86802,PURCHASE,2016-01-05 06:35:56,PURCHASE,83.04,Hilton Hotels,False,882815134
86803,PURCHASE,2016-01-05 07:07:27,PURCHASE,367.22,Rodeway Inn,False,882815134
86804,PURCHASE,2016-01-05 08:23:53,PURCHASE,69.83,Hyatt House,False,882815134
86805,PURCHASE,2016-01-05 08:28:38,PURCHASE,78.28,Rodeway Inn,False,882815134
86806,PURCHASE,2016-01-05 08:36:02,PURCHASE,60.05,Renaissance Hotel,False,882815134
86807,PURCHASE,2016-01-05 08:49:32,PURCHASE,247.3,Hilton Hotels,False,882815134
86808,PURCHASE,2016-01-05 09:40:03,PURCHASE,251.38,Renaissance Hotel,False,882815134
86809,PURCHASE,2016-01-05 09:41:03,PURCHASE,15.72,Hilton Hotels,False,882815134
86810,PURCHASE,2016-01-05 09:41:25,PURCHASE,96.74,Rodeway Inn,False,882815134
86811,PURCHASE,2016-01-05 10:11:21,PURCHASE,22.97,Rodeway Inn,False,882815134
86812,PURCHASE,2016-01-05 12:18:40,PURCHASE,199.75,Rodeway Inn,False,882815134
86813,PURCHASE,2016-01-05 12:42:47,PURCHASE,79.91,Rodeway Inn,False,882815134
86814,PURCHASE,2016-01-05 13:16:00,PURCHASE,268.73,target.com,False,882815134
86815,PURCHASE,2016-01-05 14:27:41,PURCHASE,129.57,Hyatt House,False,882815134
86816,PURCHASE,2016-01-05 15:10:48,PURCHASE,150.94,Hilton Hotels,False,882815134
86817,PURCHASE,2016-01-05 15:45:03,PURCHASE,25.64,Hyatt House,False,882815134
86818,PURCHASE,2016-01-05 16:54:35,PURCHASE,55.34,Aloft,False,882815134
86819,PURCHASE,2016-01-05 17:21:47,PURCHASE,142.94,Rodeway Inn,False,882815134
86820,PURCHASE,2016-01-05 17:21:51,PURCHASE,345.39,Rodeway Inn,False,882815134
86821,PURCHASE,2016-01-05 17:23:34,PURCHASE,103.87,Hilton Hotels,False,882815134
86822,PURCHASE,2016-01-05 18:12:50,PURCHASE,117.01,Hilton Hotels,False,882815134
86823,PURCHASE,2016-01-05 19:47:25,PURCHASE,289.73,Rodeway Inn,False,882815134
86824,PURCHASE,2016-01-05 20:14:44,PURCHASE,137.59,Hilton Hotels,False,882815134
86825,ADDRESS_VERIFICATION,2016-01-05 20:57:26,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
86826,PURCHASE,2016-01-05 21:57:02,PURCHASE,169.05,Hilton Hotels,False,882815134
86827,PURCHASE,2016-01-05 22:01:01,PURCHASE,22.72,Hilton Hotels,False,882815134
86828,PURCHASE,2016-01-05 22:02:30,PURCHASE,135.85,Walgreens,False,882815134
86829,PURCHASE,2016-01-05 22:12:22,PURCHASE,2.27,Hilton Hotels,False,882815134
86830,PURCHASE,2016-01-05 22:24:04,PURCHASE,26.84,Hilton Hotels,False,882815134
86831,PURCHASE,2016-01-05 22:24:53,PURCHASE,199.94,Rodeway Inn,False,882815134
86832,PURCHASE,2016-01-05 22:40:41,PURCHASE,124.47,Rodeway Inn,False,882815134
86833,,2016-01-05 22:55:30,,405.63,Renaissance Hotel,False,882815134
86834,PURCHASE,2016-01-05 23:43:11,PURCHASE,177.81,Hyatt House,False,882815134
86835,PURCHASE,2016-01-06 00:31:31,PURCHASE,37.68,Hilton Hotels,False,882815134
86836,PURCHASE,2016-01-06 00:57:06,PURCHASE,1.81,Hyatt House,False,882815134
86837,PURCHASE,2016-01-06 01:30:58,PURCHASE,160.37,Hyatt House,False,882815134
86838,PURCHASE,2016-01-06 01:44:38,PURCHASE,20.96,Hilton Hotels,False,882815134
86839,PURCHASE,2016-01-06 02:42:44,PURCHASE,417.19,Marriott Hotels,False,882815134
86840,ADDRESS_VERIFICATION,2016-01-06 03:32:16,ADDRESS_VERIFICATION,0.0,Hyatt House,False,882815134
86841,PURCHASE,2016-01-06 03:58:21,PURCHASE,93.86,Hilton Hotels,False,882815134
86842,PURCHASE,2016-01-06 04:49:58,PURCHASE,165.97,Hilton Hotels,False,882815134
86843,PURCHASE,2016-01-06 06:48:32,PURCHASE,129.28,Next Day eCards,False,882815134
86844,PURCHASE,2016-01-06 07:26:56,PURCHASE,129.88,Renaissance Hotel,False,882815134
86845,PURCHASE,2016-01-06 08:59:53,PURCHASE,45.2,Hilton Hotels,False,882815134
86846,PURCHASE,2016-01-06 10:04:08,PURCHASE,42.95,Hyatt House,False,882815134
86847,PURCHASE,2016-01-06 10:22:48,PURCHASE,86.35,Renaissance Hotel,False,882815134
86848,PURCHASE,2016-01-06 10:25:35,PURCHASE,20.36,Hilton Hotels,False,882815134
86849,PURCHASE,2016-01-06 10:42:17,PURCHASE,1.16,Next Day Online Services,False,882815134
86850,PURCHASE,2016-01-06 11:34:28,PURCHASE,130.4,Hyatt House,False,882815134
86851,PURCHASE,2016-01-06 11:37:17,PURCHASE,24.45,Rodeway Inn,False,882815134
86852,ADDRESS_VERIFICATION,2016-01-06 11:50:21,ADDRESS_VERIFICATION,0.0,Rodeway Inn,False,882815134
86853,PURCHASE,2016-01-06 12:42:58,PURCHASE,164.48,Rodeway Inn,False,882815134
86854,PURCHASE,2016-01-06 13:37:56,PURCHASE,512.07,Rodeway Inn,False,882815134
86855,PURCHASE,2016-01-06 14:14:20,PURCHASE,97.96,Rodeway Inn,False,882815134
86856,PURCHASE,2016-01-06 14:39:15,PURCHASE,168.31,Mobile eCards,False,882815134
86857,PURCHASE,2016-01-06 15:39:49,PURCHASE,120.13,Hilton Hotels,False,882815134
86858,PURCHASE,2016-01-06 16:27:59,PURCHASE,20.94,Hilton Hotels,False,882815134
86859,PURCHASE,2016-01-06 17:03:46,PURCHASE,112.85,Fresh Flowers,False,882815134
86860,PURCHASE,2016-01-06 18:18:35,PURCHASE,147.57,Hyatt House,False,882815134
86861,PURCHASE,2016-01-06 18:37:59,PURCHASE,52.84,Hyatt House,False,882815134
86862,PURCHASE,2016-01-06 18:52:56,PURCHASE,328.73,Hilton Hotels,False,882815134
86863,REVERSAL,2016-01-06 18:55:41,REVERSAL,328.73,Hilton Hotels,False,882815134
86864,PURCHASE,2016-01-06 18:59:11,PURCHASE,183.4,Renaissance Hotel,False,882815134
86865,PURCHASE,2016-01-06 19:10:49,PURCHASE,2.67,Hyatt House,False,882815134
86866,PURCHASE,2016-01-06 20:10:40,PURCHASE,478.76,Rodeway Inn,False,882815134
86867,PURCHASE,2016-01-06 20:15:56,PURCHASE,10.13,Hyatt House,False,882815134
86868,PURCHASE,2016-01-06 21:21:02,PURCHASE,55.77,Hilton Hotels,False,882815134
86869,PURCHASE,2016-01-06 21:50:51,PURCHASE,255.42,Renaissance Hotel,False,882815134
86870,PURCHASE,2016-01-06 22:02:07,PURCHASE,96.22,Renaissance Hotel,False,882815134
86871,PURCHASE,2016-01-06 22:25:53,PURCHASE,351.29,Hilton Hotels,False,882815134
86872,PURCHASE,2016-01-06 22:39:29,PURCHASE,184.74,Hyatt House,False,882815134
86873,PURCHASE,2016-01-06 23:20:42,PURCHASE,37.52,Mobile eCards,False,882815134
86874,PURCHASE,2016-01-06 23:39:46,PURCHASE,28.92,Rodeway Inn,False,882815134
86875,PURCHASE,2016-01-07 00:11:50,PURCHASE,201.67,Renaissance Hotel,False,882815134
86876,PURCHASE,2016-01-07 00:43:36,PURCHASE,33.17,Renaissance Hotel,False,882815134
86877,PURCHASE,2016-01-07 00:56:02,PURCHASE,46.87,Hyatt House,False,882815134
86878,REVERSAL,2016-01-07 00:57:11,REVERSAL,46.87,Hyatt House,False,882815134
86879,PURCHASE,2016-01-07 01:19:16,PURCHASE,9.45,Hilton Hotels,False,882815134
86880,PURCHASE,2016-01-07 01:31:36,PURCHASE,111.57,Hyatt House,False,882815134
86881,PURCHASE,2016-01-07 02:39:19,PURCHASE,71.01,Hilton Hotels,False,882815134
86882,PURCHASE,2016-01-07 03:13:01,PURCHASE,143.35,Rodeway Inn,False,882815134
86883,PURCHASE,2016-01-07 05:05:19,PURCHASE,95.34,Rodeway Inn,False,882815134
86884,PURCHASE,2016-01-07 05:36:27,PURCHASE,102.86,Renaissance Hotel,False,882815134
86885,PURCHASE,2016-01-07 06:25:20,PURCHASE,96.58,Hilton Hotels,False,882815134
86886,PURCHASE,2016-01-07 08:44:43,PURCHASE,85.4,Renaissance Hotel,False,882815134
86887,PURCHASE,2016-01-07 09:28:54,PURCHASE,188.04,Rodeway Inn,False,882815134
86888,PURCHASE,2016-01-07 09:55:47,PURCHASE,107.27,Hilton Hotels,False,882815134
86889,PURCHASE,2016-01-07 10:34:45,PURCHASE,25.08,Rodeway Inn,False,882815134
86890,PURCHASE,2016-01-07 10:39:17,PURCHASE,33.69,Blue Mountain eCards,False,882815134
86891,PURCHASE,2016-01-07 11:46:21,PURCHASE,84.71,Hilton Hotels,False,882815134
86892,PURCHASE,2016-01-07 12:21:42,PURCHASE,138.97,Renaissance Hotel,False,882815134
86893,PURCHASE,2016-01-07 12:24:38,PURCHASE,318.64,Rodeway Inn,False,882815134
86894,PURCHASE,2016-01-07 13:36:48,PURCHASE,245.2,Renaissance Hotel,False,882815134
86895,ADDRESS_VERIFICATION,2016-01-07 13:58:56,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
86896,PURCHASE,2016-01-07 15:15:11,PURCHASE,50.99,Blue Mountain Online Services,False,882815134
86897,PURCHASE,2016-01-07 16:51:11,PURCHASE,16.88,Hilton Hotels,False,882815134
86898,PURCHASE,2016-01-07 17:40:27,PURCHASE,24.79,Rodeway Inn,False,882815134
86899,PURCHASE,2016-01-07 18:48:05,PURCHASE,14.56,Hilton Hotels,False,882815134
86900,PURCHASE,2016-01-07 18:52:08,PURCHASE,136.53,Rodeway Inn,False,882815134
86901,PURCHASE,2016-01-07 18:56:41,PURCHASE,24.3,Rodeway Inn,False,882815134
86902,PURCHASE,2016-01-07 19:26:39,PURCHASE,8.12,Rodeway Inn,False,882815134
86903,PURCHASE,2016-01-07 19:32:38,PURCHASE,36.06,Renaissance Hotel,False,882815134
86904,PURCHASE,2016-01-07 19:34:47,PURCHASE,162.06,Hilton Hotels,False,882815134
86905,PURCHASE,2016-01-07 19:34:51,PURCHASE,72.16,Rodeway Inn,False,882815134
86906,PURCHASE,2016-01-07 19:40:40,PURCHASE,326.5,Renaissance Hotel,False,882815134
86907,PURCHASE,2016-01-07 20:23:09,PURCHASE,58.03,Rodeway Inn,False,882815134
86908,PURCHASE,2016-01-07 21:01:59,PURCHASE,201.63,Renaissance Hotel,False,882815134
86909,PURCHASE,2016-01-07 21:06:22,PURCHASE,276.95,Renaissance Hotel,False,882815134
86910,PURCHASE,2016-01-07 21:57:51,PURCHASE,56.17,Renaissance Hotel,False,882815134
86911,PURCHASE,2016-01-07 22:49:20,PURCHASE,514.36,Hilton Hotels,False,882815134
86912,PURCHASE,2016-01-07 23:00:47,PURCHASE,90.01,Hilton Hotels,False,882815134
86913,PURCHASE,2016-01-07 23:43:10,PURCHASE,102.84,Renaissance Hotel,False,882815134
86914,PURCHASE,2016-01-08 00:16:54,PURCHASE,315.95,Mobile eCards,False,882815134
86915,PURCHASE,2016-01-08 00:58:35,PURCHASE,310.57,Rodeway Inn,False,882815134
86916,PURCHASE,2016-01-08 02:21:06,PURCHASE,8.99,Rodeway Inn,False,882815134
86917,PURCHASE,2016-01-08 02:42:21,PURCHASE,295.0,Hyatt House,False,882815134
86918,PURCHASE,2016-01-08 05:10:38,PURCHASE,37.65,Renaissance Hotel,False,882815134
86919,PURCHASE,2016-01-08 05:32:38,PURCHASE,11.8,Renaissance Hotel,False,882815134
86920,PURCHASE,2016-01-08 05:58:22,PURCHASE,96.94,Renaissance Hotel,False,882815134
86921,PURCHASE,2016-01-08 07:04:27,PURCHASE,33.48,Renaissance Hotel,False,882815134
86922,PURCHASE,2016-01-08 07:37:53,PURCHASE,79.28,Hilton Hotels,False,882815134
86923,PURCHASE,2016-01-08 08:03:21,PURCHASE,95.95,Hyatt House,False,882815134
86924,PURCHASE,2016-01-08 08:59:59,PURCHASE,108.06,Renaissance Hotel,False,882815134
86925,PURCHASE,2016-01-08 09:30:22,PURCHASE,530.44,Hilton Hotels,False,882815134
86926,PURCHASE,2016-01-08 10:18:00,PURCHASE,3.89,Rodeway Inn,False,882815134
86927,PURCHASE,2016-01-08 10:37:48,PURCHASE,102.38,Rodeway Inn,False,882815134
86928,PURCHASE,2016-01-08 11:32:41,PURCHASE,392.81,Hilton Hotels,False,882815134
86929,PURCHASE,2016-01-08 11:38:13,PURCHASE,58.65,Planet Fitness,False,882815134
86930,PURCHASE,2016-01-08 13:30:26,PURCHASE,48.64,Hilton Hotels,False,882815134
86931,PURCHASE,2016-01-08 14:36:43,PURCHASE,77.19,Aloft,False,882815134
86932,PURCHASE,2016-01-08 15:01:36,PURCHASE,176.49,Hilton Hotels,False,882815134
86933,PURCHASE,2016-01-08 15:15:43,PURCHASE,39.61,Renaissance Hotel,False,882815134
86934,PURCHASE,2016-01-08 15:59:07,PURCHASE,214.65,Rodeway Inn,False,882815134
86935,PURCHASE,2016-01-08 17:05:33,PURCHASE,58.82,Hyatt House,False,882815134
86936,PURCHASE,2016-01-08 17:20:26,PURCHASE,77.03,Rodeway Inn,False,882815134
86937,PURCHASE,2016-01-08 19:16:26,PURCHASE,40.96,Renaissance Hotel,False,882815134
86938,PURCHASE,2016-01-08 19:27:30,PURCHASE,6.1,Renaissance Hotel,False,882815134
86939,PURCHASE,2016-01-08 19:31:23,PURCHASE,290.63,Renaissance Hotel,False,882815134
86940,PURCHASE,2016-01-08 20:00:38,PURCHASE,138.58,Fresh eCards,False,882815134
86941,PURCHASE,2016-01-08 20:14:52,PURCHASE,523.15,WSC,False,882815134
86942,PURCHASE,2016-01-08 20:20:31,PURCHASE,18.24,Rodeway Inn,False,882815134
86943,PURCHASE,2016-01-08 20:38:47,PURCHASE,59.26,Rodeway Inn,False,882815134
86944,PURCHASE,2016-01-08 20:49:11,PURCHASE,9.68,Fresh Flowers,False,882815134
86945,REVERSAL,2016-01-08 20:50:20,REVERSAL,9.68,Fresh Flowers,False,882815134
86946,PURCHASE,2016-01-08 20:51:10,PURCHASE,9.68,Fresh Flowers,False,882815134
86947,PURCHASE,2016-01-08 20:58:09,PURCHASE,8.79,Rodeway Inn,False,882815134
86948,PURCHASE,2016-01-08 21:21:57,PURCHASE,116.76,Hyatt House,False,882815134
86949,PURCHASE,2016-01-08 21:35:01,PURCHASE,5.3,Hilton Hotels,False,882815134
86950,PURCHASE,2016-01-08 22:34:09,PURCHASE,54.88,Hyatt House,False,882815134
